date,META,days_since_last_high,DGS1MO,DGS2,DGS10,T10Y2Y,BAMLC0A1CAAA,VIXCLS,DTWEXBGS,DEXJPUS,VIXCLS_cat,day_of_week_cat,T10Y2Y_binary
2014-08-12,72.83000183105469,12.0,0.05,0.45,2.46,2.01,0.52,14.13,94.5211,102.22,low_vol,1,1
2014-08-13,73.7699966430664,13.0,0.04,0.43,2.43,2.0,0.53,12.9,94.4681,102.48,low_vol,2,0
2014-08-14,74.30000305175781,14.0,0.04,0.42,2.4,1.98,0.53,12.42,94.3508,102.44,low_vol,3,0
2014-08-15,73.62999725341797,15.0,0.03,0.42,2.34,1.92,0.53,13.15,94.2941,102.19,low_vol,4,0
2014-08-18,74.58999633789062,16.0,0.02,0.44,2.39,1.95,0.53,12.32,94.2519,102.54,low_vol,0,1
2014-08-19,75.29000091552734,0.0,0.04,0.46,2.4,1.94,0.53,12.21,94.4356,102.86,low_vol,1,0
2014-08-20,74.80999755859375,1.0,0.04,0.49,2.43,1.94,0.53,11.78,94.5937,103.36,low_vol,2,0
2014-08-21,74.56999969482422,2.0,0.03,0.49,2.41,1.92,0.54,11.76,94.673,103.78,low_vol,3,0
2014-08-22,74.56999969482422,3.0,0.04,0.53,2.4,1.87,0.54,11.47,94.8012,103.97,low_vol,4,0
2014-08-25,75.0199966430664,4.0,0.02,0.53,2.39,1.86,0.55,11.7,94.9159,103.96,low_vol,0,0
2014-08-26,75.95999908447266,0.0,0.04,0.52,2.39,1.87,0.55,11.63,94.8617,104.12,low_vol,1,1
2014-08-27,74.62999725341797,1.0,0.02,0.51,2.37,1.86,0.55,11.78,94.6863,103.98,low_vol,2,0
2014-08-28,73.86000061035156,2.0,0.02,0.5,2.34,1.84,0.55,12.05,94.6947,103.78,low_vol,3,0
2014-08-29,74.81999969482422,3.0,0.02,0.48,2.35,1.87,0.55,11.98,94.7251,104.0,low_vol,4,1
2014-09-02,76.68000030517578,0.0,0.02,0.53,2.42,1.89,0.55,12.25,95.063,105.1,low_vol,1,0
2014-09-03,75.83000183105469,1.0,0.02,0.52,2.41,1.89,0.56,12.36,94.8709,104.88,low_vol,2,0
2014-09-04,75.94999694824219,2.0,0.02,0.54,2.45,1.91,0.56,12.64,95.2641,105.22,low_vol,3,1
2014-09-05,77.26000213623047,0.0,0.02,0.52,2.46,1.94,0.56,12.09,95.2203,104.94,low_vol,4,1
2014-09-08,77.88999938964844,0.0,0.01,0.54,2.48,1.94,0.56,12.66,95.4167,105.65,low_vol,0,0
2014-09-09,76.66999816894531,1.0,0.01,0.56,2.5,1.94,0.56,13.5,95.8811,106.32,low_vol,1,0
2014-09-10,77.43000030517578,2.0,0.01,0.58,2.54,1.96,0.56,12.88,95.8641,106.76,low_vol,2,1
2014-09-11,77.91999816894531,0.0,0.01,0.58,2.54,1.96,0.56,12.8,95.9184,106.87,low_vol,3,0
2014-09-12,77.4800033569336,1.0,0.01,0.58,2.62,2.04,0.56,13.31,96.0748,107.24,low_vol,4,1
2014-09-15,74.58000183105469,2.0,0.01,0.58,2.6,2.02,0.56,14.12,96.1195,107.18,low_vol,0,0
2014-09-16,76.08000183105469,3.0,0.01,0.55,2.6,2.05,0.56,12.73,95.8483,106.91,low_vol,1,1
2014-09-17,76.43000030517578,4.0,0.01,0.59,2.62,2.03,0.56,12.65,95.9106,107.58,low_vol,2,0
2014-09-18,77.0,5.0,0.01,0.59,2.63,2.04,0.55,12.03,96.1284,108.69,low_vol,3,1
2014-09-19,77.91000366210938,6.0,0.01,0.59,2.59,2.0,0.55,12.11,96.3417,108.96,low_vol,4,0
2014-09-22,76.80000305175781,7.0,0.0,0.58,2.57,1.99,0.55,13.69,96.4625,108.88,low_vol,0,0
2014-09-23,78.29000091552734,0.0,0.01,0.57,2.54,1.97,0.55,14.93,96.5112,108.82,low_vol,1,0
2014-09-24,78.54000091552734,0.0,0.01,0.59,2.57,1.98,0.55,13.27,96.6574,108.92,low_vol,2,1
2014-09-25,77.22000122070312,1.0,0.0,0.56,2.52,1.96,0.55,15.64,96.8988,108.7,med_vol,3,0
2014-09-26,78.79000091552734,0.0,0.01,0.59,2.54,1.95,0.55,14.85,97.208,109.32,low_vol,4,0
2014-09-29,79.0,0.0,0.01,0.58,2.5,1.92,0.56,15.98,97.3523,109.34,med_vol,0,0
2014-09-30,79.04000091552734,0.0,0.02,0.58,2.52,1.94,0.58,16.31,97.5261,109.66,med_vol,1,1
2014-10-01,76.55000305175781,1.0,0.01,0.53,2.42,1.89,0.59,16.71,97.5387,109.3,med_vol,2,0
2014-10-02,77.08000183105469,2.0,0.01,0.53,2.44,1.91,0.59,16.16,97.3062,108.1,med_vol,3,1
2014-10-03,77.44000244140625,3.0,0.01,0.57,2.45,1.88,0.59,14.55,97.9846,109.7,low_vol,4,0
2014-10-06,77.55999755859375,4.0,0.01,0.54,2.43,1.89,0.59,15.46,97.5513,109.08,med_vol,0,1
2014-10-07,76.29000091552734,5.0,0.02,0.52,2.36,1.84,0.59,17.2,97.4459,108.3,med_vol,1,0
2014-10-08,77.5199966430664,6.0,0.01,0.46,2.35,1.89,0.6,15.11,97.4945,108.41,med_vol,2,1
2014-10-09,75.91000366210938,7.0,0.02,0.46,2.34,1.88,0.6,18.76,97.1711,108.0,med_vol,3,0
2014-10-10,72.91000366210938,8.0,0.02,0.45,2.31,1.86,0.6,21.24,97.4144,107.83,med_vol,4,0
2014-10-14,73.58999633789062,10.0,0.03,0.39,2.21,1.82,0.6,22.79,97.3943,107.15,med_vol,1,0
2014-10-15,73.20999908447266,11.0,0.02,0.34,2.15,1.81,0.63,26.25,97.3532,106.06,high_vol,2,0
2014-10-16,72.62999725341797,12.0,0.04,0.35,2.17,1.82,0.64,25.2,97.2869,105.98,high_vol,3,1
2014-10-17,75.94999694824219,13.0,0.03,0.39,2.22,1.83,0.64,21.99,97.3067,106.72,med_vol,4,1
2014-10-20,76.94999694824219,14.0,0.03,0.37,2.2,1.83,0.63,18.57,97.2874,106.87,med_vol,0,0
2014-10-21,78.69000244140625,15.0,0.04,0.38,2.23,1.85,0.64,16.08,97.2488,106.7,med_vol,1,1
2014-10-22,78.37000274658203,16.0,0.04,0.41,2.25,1.84,0.64,17.87,97.459,107.32,med_vol,2,0
2014-10-23,80.04000091552734,0.0,0.02,0.41,2.29,1.88,0.64,16.53,97.6047,108.16,med_vol,3,1
2014-10-24,80.66999816894531,0.0,0.02,0.41,2.29,1.88,0.64,16.11,97.4772,108.06,med_vol,4,0
2014-10-27,80.27999877929688,1.0,0.03,0.41,2.27,1.86,0.64,16.04,97.5423,107.71,med_vol,0,0
2014-10-28,80.7699966430664,0.0,0.02,0.42,2.3,1.88,0.64,14.39,97.2173,108.0,low_vol,1,1
2014-10-29,75.86000061035156,1.0,0.01,0.48,2.34,1.86,0.63,15.15,97.0145,108.1,med_vol,2,0
2014-10-30,74.11000061035156,2.0,0.01,0.48,2.32,1.84,0.63,14.52,97.456,108.94,low_vol,3,0
2014-10-31,74.98999786376953,3.0,0.01,0.5,2.35,1.85,0.63,14.03,98.1163,112.09,low_vol,4,1
2014-11-03,73.87999725341797,4.0,0.03,0.52,2.36,1.84,0.64,14.73,98.5336,113.92,low_vol,0,0
2014-11-04,75.76000213623047,5.0,0.04,0.52,2.35,1.83,0.63,14.89,98.5576,113.44,low_vol,1,0
2014-11-05,74.83000183105469,6.0,0.04,0.52,2.36,1.84,0.63,14.17,98.8086,114.62,low_vol,2,1
2014-11-06,75.26000213623047,7.0,0.04,0.54,2.39,1.85,0.63,13.67,99.1325,114.87,low_vol,3,1
2014-11-07,75.5999984741211,8.0,0.04,0.51,2.32,1.81,0.64,13.12,99.0236,114.73,low_vol,4,0
2014-11-10,75.0,9.0,0.04,0.55,2.38,1.83,0.63,12.67,98.9305,114.78,low_vol,0,1
2014-11-12,74.72000122070312,11.0,0.05,0.55,2.37,1.82,0.64,13.02,98.8897,115.42,low_vol,2,0
2014-11-13,74.25,12.0,0.05,0.53,2.35,1.82,0.64,13.79,99.1045,115.63,low_vol,3,0
2014-11-14,74.87999725341797,13.0,0.04,0.54,2.32,1.78,0.64,13.31,99.0917,116.52,low_vol,4,0
2014-11-17,74.23999786376953,14.0,0.02,0.54,2.34,1.8,0.64,13.99,99.2188,116.44,low_vol,0,1
2014-11-18,74.33999633789062,15.0,0.04,0.53,2.32,1.79,0.65,13.86,99.0185,116.76,low_vol,1,0
2014-11-19,73.33000183105469,16.0,0.04,0.54,2.36,1.82,0.66,13.96,99.2424,117.7,low_vol,2,1
2014-11-20,73.5999984741211,17.0,0.04,0.53,2.34,1.81,0.66,13.58,99.2554,118.14,low_vol,3,0
2014-11-21,73.75,18.0,0.04,0.53,2.31,1.78,0.66,12.9,99.2894,117.74,low_vol,4,0
2014-11-24,74.01000213623047,19.0,0.04,0.53,2.3,1.77,0.67,12.62,99.4227,118.39,low_vol,0,0
2014-11-25,75.62999725341797,20.0,0.06,0.51,2.27,1.76,0.65,12.25,99.2837,117.99,low_vol,1,0
2014-11-26,77.62000274658203,21.0,0.06,0.53,2.24,1.71,0.64,12.07,99.1893,117.6,low_vol,2,0
2014-11-28,77.69999694824219,22.0,0.04,0.47,2.18,1.71,0.64,13.33,100.0719,118.7,low_vol,4,0
2014-12-01,75.0999984741211,23.0,0.01,0.49,2.22,1.73,0.63,14.29,99.8964,118.14,low_vol,0,0
2014-12-02,75.45999908447266,24.0,0.04,0.55,2.28,1.73,0.64,12.85,100.4478,119.1,low_vol,1,0
2014-12-03,74.87999725341797,25.0,0.03,0.57,2.29,1.72,0.65,12.47,100.5696,119.82,low_vol,2,0
